               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,            0.026396,            0.015441,            0.005767,              0.6578,             0.63343,              0.6302,             0.40905,            0.032993,           0.0068239,            0.010372,           0.0021584,           0.0021584,           0.0021584
                  82,            0.025459,            0.015121,           0.0055395,             0.62345,             0.59143,             0.58619,             0.37286,            0.033297,           0.0067573,            0.011336,           0.0020604,           0.0020604,           0.0020604
                  83,            0.026628,            0.015395,           0.0057432,             0.63934,              0.6297,             0.62429,             0.40359,            0.033527,           0.0069649,            0.011212,           0.0019624,           0.0019624,           0.0019624
                  84,            0.024311,            0.015106,           0.0058861,             0.70366,             0.59099,             0.63482,             0.40594,            0.033931,           0.0068953,            0.012339,           0.0018644,           0.0018644,           0.0018644
                  85,            0.024764,            0.014922,            0.004405,             0.68803,             0.56366,             0.60533,             0.38627,            0.034531,           0.0068577,            0.011862,           0.0017663,           0.0017663,           0.0017663
                  86,             0.02424,            0.015555,           0.0061975,             0.69473,             0.58353,             0.60829,             0.39306,            0.033964,           0.0068508,             0.01158,           0.0016683,           0.0016683,           0.0016683
                  87,            0.025801,            0.015429,           0.0057051,             0.64011,             0.60042,             0.60262,             0.38686,             0.03369,           0.0067551,            0.012888,           0.0015703,           0.0015703,           0.0015703
                  88,            0.024298,            0.015125,           0.0047978,             0.63258,             0.63343,             0.60814,             0.39277,            0.033522,           0.0067411,            0.012135,           0.0014723,           0.0014723,           0.0014723
                  89,             0.02367,            0.015584,           0.0060216,              0.6331,             0.62656,             0.59821,             0.37765,            0.033006,           0.0069945,            0.011913,           0.0013743,           0.0013743,           0.0013743
                  90,            0.023905,            0.015112,           0.0049126,             0.62286,             0.61563,             0.60326,              0.3958,            0.034143,           0.0069034,            0.010941,           0.0012762,           0.0012762,           0.0012762
                  91,            0.024906,             0.01491,           0.0045998,             0.64364,             0.60037,             0.58665,             0.38225,            0.034559,           0.0069657,            0.011142,           0.0011782,           0.0011782,           0.0011782
                  92,            0.027185,            0.014951,           0.0052267,             0.67961,             0.57167,              0.5904,             0.37737,            0.034152,           0.0069231,            0.010357,           0.0010802,           0.0010802,           0.0010802
                  93,            0.021598,            0.014751,           0.0043822,             0.66787,              0.6014,              0.6079,             0.38683,            0.034537,           0.0069771,            0.010265,          0.00098218,          0.00098218,          0.00098218
                  94,            0.021484,            0.015134,           0.0050914,             0.67889,             0.57764,             0.60203,             0.38079,            0.034349,           0.0068084,             0.01129,          0.00088416,          0.00088416,          0.00088416
                  95,            0.024736,            0.014901,           0.0045365,             0.64979,             0.61612,               0.614,             0.39477,             0.03419,           0.0068194,            0.011514,          0.00078614,          0.00078614,          0.00078614
                  96,            0.024212,            0.014548,           0.0052912,             0.68655,             0.61927,             0.62311,             0.40056,            0.034457,           0.0069342,             0.01094,          0.00068812,          0.00068812,          0.00068812
                  97,            0.024829,            0.014373,           0.0047711,             0.65983,             0.60553,             0.60693,             0.39677,            0.034064,           0.0069088,            0.011594,           0.0005901,           0.0005901,           0.0005901
                  98,            0.022523,            0.014543,           0.0051313,             0.65759,             0.59611,              0.6045,             0.38546,            0.033899,           0.0069289,            0.011651,          0.00049208,          0.00049208,          0.00049208
                  99,            0.023549,            0.014844,           0.0043256,             0.65743,             0.61439,             0.60991,             0.38924,            0.034142,           0.0069068,             0.01199,          0.00039406,          0.00039406,          0.00039406
                 100,             0.02376,             0.01505,            0.004724,             0.64697,             0.61912,              0.6001,             0.38604,             0.03414,           0.0069208,            0.012183,          0.00029604,          0.00029604,          0.00029604
